dispute_id,true_category,expected_outcome,action,action_reason,outcome,final_score,suspicion_score,verdict
D-004059,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-004060,SP-07,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-004061,CR-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.18,0.0,deferred
D-004062,AR-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.09,0.0,deferred
D-004063,NR-05,escalate,auto_approve,compliance_override,favor_cardholder,-0.095,0.8,correct
D-004064,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.046,0.0,deferred
D-004065,SP-08,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.6,0.0,correct
D-004066,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.055,0.0,correct
D-004067,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004068,QD-04,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,deferred
D-004069,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004070,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-004071,QD-06,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.141,0.0,correct
D-004072,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-004073,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-004074,CR-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.09,0.6,correct
D-004075,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004076,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004077,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-004078,QD-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.105,0.0,correct
D-004079,CR-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.103,0.0,deferred
D-004080,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-004081,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,deferred
D-004082,CR-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-004083,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004084,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.185,0.0,correct
D-004085,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-004086,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-004087,QD-04,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,deferred
D-004088,QD-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.03,0.0,correct
D-004089,SP-08,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.65,0.7,deferred
D-004090,NR-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-004091,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-004092,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-004093,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-004094,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004095,CR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004096,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004097,BA-05,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.62,0.6,correct
D-004098,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-004099,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-004100,AR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-004101,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004102,NR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-004103,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.085,0.0,deferred
D-004104,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004105,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004106,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004107,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004108,CR-06,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.19,0.625,correct
D-004109,QD-04,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,deferred
D-004110,NR-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.158,0.567,correct
D-004111,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-004112,QD-04,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.026,0.0,deferred
D-004113,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.015,0.0,deferred
D-004114,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004115,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004116,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-004117,CR-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.18,0.0,deferred
D-004118,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.022,0.0,deferred
D-004119,SP-08,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.028,0.0,correct
D-004120,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004121,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,correct
D-004122,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-004123,SP-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.124,0.0,deferred
D-004124,CR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004125,QD-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.019,0.0,correct
D-004126,NR-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.7,deferred
D-004127,SP-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-004128,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-004129,CR-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.003,0.0,correct
D-004130,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-004131,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-004132,CR-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.5,0.7,deferred
D-004133,BA-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004134,QD-06,escalate,auto_approve,evidence_favors_cardholder,favor_cardholder,0.388,0.0,wrong
D-004135,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004136,AR-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.135,0.7,deferred
D-004137,AR-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.135,0.6,correct
D-004138,SP-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.243,0.0,deferred
D-004139,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.4,0.667,correct
D-004140,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004141,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004142,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.135,0.0,correct
D-004143,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-004144,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004145,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.046,0.0,deferred
D-004146,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004147,QD-04,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.005,0.0,deferred
D-004148,BA-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.6,deferred
D-004149,NR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,correct
D-004150,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004151,AR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.135,0.0,correct
D-004152,BA-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-004153,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004154,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.085,0.0,deferred
D-004155,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-004156,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.114,0.0,deferred
D-004157,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-004158,SP-07,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.188,0.0,deferred
D-004159,QD-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.175,0.0,correct
D-004160,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-004161,NR-02,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.15,0.0,correct
D-004162,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.559,0.7,deferred
D-004163,AR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.087,0.0,deferred
D-004164,BA-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.72,0.667,correct
D-004165,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004166,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004167,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-004168,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004169,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-004170,BA-08,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.08,0.0,correct
D-004171,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004172,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004173,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-004174,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-004175,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004176,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004177,QD-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.175,0.0,deferred
D-004178,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-004179,BA-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-004180,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.602,0.0,correct
D-004181,CR-06,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.135,0.0,correct
D-004182,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.117,0.0,deferred
D-004183,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-004184,QD-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.046,0.8,deferred
D-004185,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-004186,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004187,CR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-004188,CR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.318,0.0,correct
D-004189,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004190,CR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.012,0.0,deferred
D-004191,QD-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-004192,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-004193,QD-05,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.168,0.8,deferred
D-004194,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-004195,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-004196,SP-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-004197,QD-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.431,0.6,correct
D-004198,NR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.387,0.55,correct
D-004199,NR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.387,0.7,correct
D-004200,AR-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.087,0.0,correct
D-004201,SP-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.11,0.7,correct
D-004202,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004203,QD-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004204,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-004205,BA-06,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004206,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-004207,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.099,0.0,deferred
D-004208,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004209,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.644,0.0,correct
D-004210,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-004211,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-004212,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-004213,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-004214,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-004215,CR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004216,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
D-004217,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-004218,QD-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.175,0.0,correct
D-004219,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.559,0.6,deferred
D-004220,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004221,BA-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.72,0.6,deferred
D-004222,NR-04,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.62,0.0,correct
D-004223,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.364,0.0,deferred
D-004224,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004225,SP-06,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.102,0.0,deferred
D-004226,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-004227,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004228,SP-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.14,0.0,deferred
D-004229,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004230,CR-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.5,0.7,deferred
D-004231,BA-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.6,0.667,correct
D-004232,SP-08,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-004233,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004234,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-004235,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004236,QD-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.609,0.7,deferred
D-004237,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004238,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-004239,AR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,correct
D-004240,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-004241,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-004242,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004243,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004244,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-004245,SP-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.14,0.6,deferred
D-004246,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.055,0.0,correct
D-004247,CR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.62,0.55,correct
D-004248,CR-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.213,0.0,deferred
D-004249,SP-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.06,0.0,correct
D-004250,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-004251,BA-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.014,0.6,correct
D-004252,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.424,0.0,deferred
D-004253,NR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.26,0.0,correct
D-004254,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-004255,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-004256,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-004257,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.115,0.0,deferred
D-004258,BA-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-004259,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004260,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004261,QD-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.106,0.8,deferred
D-004262,SP-07,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.143,0.0,deferred
D-004263,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.457,0.0,deferred
D-004264,QD-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.117,0.7,correct
D-004265,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004266,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-004267,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-004268,CR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.302,0.633,correct
D-004269,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-004270,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004271,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-004272,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004273,SP-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.14,0.0,correct
D-004274,CR-05,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.012,0.7,deferred
D-004275,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004276,SP-07,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.15,0.0,deferred
D-004277,QD-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-004278,BA-07,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.053,0.0,correct
D-004279,AR-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004280,BA-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.72,0.0,correct
D-004281,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.531,0.0,deferred
D-004282,BA-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.65,deferred
D-004283,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004284,NR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.3,0.0,correct
D-004285,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004286,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-004287,AR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.065,0.0,deferred
D-004288,NR-02,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.6,deferred
D-004289,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004290,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-004291,QD-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.038,0.6,deferred
D-004292,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-004293,NR-02,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.6,deferred
D-004294,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-004295,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.499,0.0,correct
D-004296,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-004297,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-004298,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004299,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.17,0.5,deferred
D-004300,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.024,0.0,deferred
D-004301,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-004302,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-004303,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-004304,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-004305,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-004306,SP-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-004307,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-004308,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-004309,QD-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.637,0.0,correct
D-004310,BA-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-004311,CR-01,escalate,auto_approve,compliance_override,favor_cardholder,0.205,0.0,correct
D-004312,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-004313,BA-07,escalate,auto_approve,compliance_override,favor_cardholder,0.6,0.6,correct
D-004314,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.055,0.6,correct
D-004315,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.081,0.0,deferred
D-004316,NR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-004317,SP-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,-0.11,0.6,deferred
D-004318,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-004319,QD-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.524,0.8,deferred
